video,segment_id,label,num_frames,start_frame,end_frame
Videos/82647/Visite_1/82647_Question_5_2024-11-12_19-01-45_Video.mp4,0,0,294,0,293
Videos/82817/Visite_1/82817_Question_6_2025-02-01_02-05-07_Video.mp4,0,0,507,0,506
Videos/82817/Visite_1/82817_Question_6_2025-02-01_02-05-07_Video.mp4,1,1,69,507,575
Videos/82817/Visite_1/82817_Question_6_2025-02-01_02-05-07_Video.mp4,3,1,162,585,746
Videos/82705/Visite_1/82705_Question_1_2024-11-18_13-38-09_Video.mp4,0,0,143,0,142
Videos/82660/Visite_1/82660_Question_2_2024-11-13_12-14-19_Video.mp4,0,0,117,0,116
Videos/82660/Visite_1/82660_Question_2_2024-11-13_12-14-19_Video.mp4,1,1,50,117,166
Videos/82660/Visite_1/82660_Question_2_2024-11-13_12-14-19_Video.mp4,2,0,146,167,312
Videos/82869/Visite_1/82869_Question_1_2025-02-20_15-13-20_Video.mp4,0,0,232,0,231
Videos/82869/Visite_1/82869_Question_1_2025-02-20_15-13-20_Video.mp4,1,1,75,232,306
Videos/82869/Visite_1/82869_Question_1_2025-02-20_15-13-20_Video.mp4,3,1,77,317,393
Videos/82869/Visite_1/82869_Question_1_2025-02-20_15-13-20_Video.mp4,4,0,103,394,496
Videos/82577/Visite_1/82577_Question_6_2024-10-02_16-09-15_Video.mp4,0,0,395,0,394
Videos/82577/Visite_1/82577_Question_6_2024-10-02_16-09-15_Video.mp4,1,1,135,395,529
Videos/82577/Visite_1/82577_Question_6_2024-10-02_16-09-15_Video.mp4,2,0,142,530,671
Videos/82727/Visite_1/82727_Question_6_2024-11-19_15-48-08_Video.mp4,0,0,90,0,89
Videos/82727/Visite_1/82727_Question_6_2024-11-19_15-48-08_Video.mp4,1,1,149,90,238
Videos/82751/Visite_1/82751_Question_5_2024-11-28_01-42-03_Video.mp4,0,0,529,0,528
Videos/82751/Visite_1/82751_Question_5_2024-11-28_01-42-03_Video.mp4,1,1,323,529,851
Videos/82751/Visite_1/82751_Question_5_2024-11-28_01-42-03_Video.mp4,2,0,93,852,944
Videos/82913/Visite_1/82913_Question_7_2025-03-01_19-07-08_Video.mp4,0,0,42,0,41
Videos/82913/Visite_1/82913_Question_7_2025-03-01_19-07-08_Video.mp4,1,1,58,42,99
Videos/82913/Visite_1/82913_Question_7_2025-03-01_19-07-08_Video.mp4,2,0,153,100,252
Videos/82590/Visite_1/82590_Question_1_2024-10-02_16-13-01_Video.mp4,0,0,96,0,95
Videos/82590/Visite_1/82590_Question_1_2024-10-02_16-13-01_Video.mp4,1,1,56,96,151
Videos/82590/Visite_1/82590_Question_1_2024-10-02_16-13-01_Video.mp4,2,0,60,152,211
Videos/82590/Visite_1/82590_Question_1_2024-10-02_16-13-01_Video.mp4,3,1,57,212,268
Videos/82590/Visite_1/82590_Question_1_2024-10-02_16-13-01_Video.mp4,4,0,184,269,452
Videos/82590/Visite_1/82590_Question_1_2024-10-02_16-13-01_Video.mp4,5,1,63,453,515
Videos/82590/Visite_1/82590_Question_1_2024-10-02_16-13-01_Video.mp4,7,1,67,527,593
Videos/82590/Visite_1/82590_Question_1_2024-10-02_16-13-01_Video.mp4,8,0,270,594,863
Videos/82590/Visite_1/82590_Question_1_2024-10-02_16-13-01_Video.mp4,9,1,64,864,927
Videos/82590/Visite_1/82590_Question_1_2024-10-02_16-13-01_Video.mp4,10,0,31,928,958
Videos/82590/Visite_1/82590_Question_1_2024-10-02_16-13-01_Video.mp4,11,1,65,959,1023
Videos/82590/Visite_1/82590_Question_1_2024-10-02_16-13-01_Video.mp4,12,0,112,1024,1135
Videos/82664/Visite_1/82664_Question_2_2024-11-13_15-38-15_Video.mp4,0,0,539,0,538
Videos/82758/Visite_1/82758_Question_6_2024-12-03_18-48-10_Video.mp4,0,0,229,0,228
Videos/82709/Visite_1/82709_Question_3_2024-11-18_15-20-30_Video.mp4,0,0,395,0,394
Videos/82758/Visite_1/82758_Question_5_2024-12-03_18-50-09_Video.mp4,0,0,263,0,262
Videos/82804/Visite_1/82804_Question_2_2025-01-30_14-31-39_Video.mp4,0,0,755,0,754
Videos/82900/Visite_1/82900_Question_1_2025-02-26_19-19-43_Video.mp4,0,0,574,0,573
Videos/82887/Visite_1/82887_Question_1_2025-02-24_14-13-48_Video.mp4,0,0,911,0,910
Videos/82745/Visite_1/82745_Question_6_2024-11-27_22-04-05_Video.mp4,0,0,657,0,656
Videos/82612/Visite_1/82612_Question_5_2024-11-04_12-32-34_Video-DESKTOP-NQ55E0P.mp4,0,0,363,0,362
Videos/82678/Visite_1/82678_Question_1_2024-11-13_23-18-44_Video.mp4,0,0,252,0,251
Videos/82704/Visite_1/82704_Question_7_2024-11-18_13-39-08_Video.mp4,0,0,71,0,70
Videos/82704/Visite_1/82704_Question_7_2024-11-18_13-39-08_Video.mp4,1,1,139,71,209
Videos/82704/Visite_1/82704_Question_7_2024-11-18_13-39-08_Video.mp4,3,1,95,222,316
Videos/82704/Visite_1/82704_Question_7_2024-11-18_13-39-08_Video.mp4,4,0,90,317,406
Videos/82704/Visite_1/82704_Question_7_2024-11-18_13-39-08_Video.mp4,5,1,183,407,589
Videos/82704/Visite_1/82704_Question_7_2024-11-18_13-39-08_Video.mp4,6,0,88,590,677
Videos/82699/Visite_1/82699_Question_5_2024-11-17_13-11-32_Video.mp4,0,0,82,0,81
Videos/82699/Visite_1/82699_Question_5_2024-11-17_13-11-32_Video.mp4,1,1,145,82,226
Videos/82699/Visite_1/82699_Question_5_2024-11-17_13-11-32_Video.mp4,2,0,111,227,337
Videos/82815/Visite_1/82815_Question_4_2025-01-31_22-25-30_Video.mp4,1,1,74,11,84
Videos/82815/Visite_1/82815_Question_4_2025-01-31_22-25-30_Video.mp4,2,0,182,85,266
Videos/82790/Visite_1/82790_Question_2_2024-12-13_21-03-57_Video.mp4,0,0,263,0,262
Videos/82790/Visite_1/82790_Question_2_2024-12-13_21-03-57_Video.mp4,1,1,76,263,338
Videos/82790/Visite_1/82790_Question_2_2024-12-13_21-03-57_Video.mp4,2,0,592,339,930
Videos/82652/Visite_1/82652_Question_3_2024-11-13_07-45-12_Video.mp4,0,0,1302,0,1301
Videos/82652/Visite_1/82652_Question_3_2024-11-13_07-45-12_Video.mp4,1,1,159,1302,1460
Videos/82652/Visite_1/82652_Question_3_2024-11-13_07-45-12_Video.mp4,2,0,233,1461,1693
Videos/82787/Visite_1/82787_Question_7_2024-12-12_21-43-49_Video.mp4,0,0,95,0,94
Videos/82787/Visite_1/82787_Question_7_2024-12-12_21-43-49_Video.mp4,1,1,72,95,166
Videos/82787/Visite_1/82787_Question_7_2024-12-12_21-43-49_Video.mp4,2,0,90,167,256
Videos/82787/Visite_1/82787_Question_7_2024-12-12_21-43-49_Video.mp4,3,1,72,257,328
Videos/82709/Visite_1/82709_Question_1_2024-11-18_15-16-15_Video.mp4,0,0,481,0,480
Videos/82908/Visite_1/82908_Question_3_2025-02-28_12-21-27_Video.mp4,0,0,444,0,443
Videos/82576/Visite_1/82576_Question_1_2024-10-02_15-59-59_Video.mp4,0,0,249,0,248
Videos/82554/Visite_1/82554_Question_1_2024-08-22_12-16-12_Video.mp4,0,0,313,0,312
Videos/82554/Visite_1/82554_Question_1_2024-08-22_12-16-12_Video.mp4,1,1,52,313,364
Videos/82554/Visite_1/82554_Question_1_2024-08-22_12-16-12_Video.mp4,2,0,184,365,548
Videos/82554/Visite_1/82554_Question_1_2024-08-22_12-16-12_Video.mp4,3,1,70,549,618
Videos/82554/Visite_1/82554_Question_1_2024-08-22_12-16-12_Video.mp4,4,0,319,619,937
Videos/82913/Visite_1/82913_Question_5_2025-03-01_19-06-41_Video.mp4,0,0,107,0,106
Videos/82806/Visite_1/82806_Question_6_2025-01-30_18-12-29_Video.mp4,0,0,163,0,162
Videos/82804/Visite_1/82804_Question_5_2025-01-30_14-28-46_Video.mp4,0,0,424,0,423
Videos/82779/Visite_1/82779_Question_6_2024-12-08_19-15-56_Video.mp4,0,0,284,0,283
Videos/82779/Visite_1/82779_Question_6_2024-12-08_19-15-56_Video.mp4,1,1,171,284,454
Videos/82779/Visite_1/82779_Question_6_2024-12-08_19-15-56_Video.mp4,2,0,587,455,1041
Videos/82695/Visite_1/82695_Question_2_2024-11-16_08-57-50_Video.mp4,0,0,53,0,52
Videos/82695/Visite_1/82695_Question_2_2024-11-16_08-57-50_Video.mp4,1,1,123,53,175
Videos/82695/Visite_1/82695_Question_2_2024-11-16_08-57-50_Video.mp4,2,0,77,176,252
Videos/82695/Visite_1/82695_Question_2_2024-11-16_08-57-50_Video.mp4,3,1,116,253,368
Videos/82695/Visite_1/82695_Question_2_2024-11-16_08-57-50_Video.mp4,5,1,90,379,468
Videos/82695/Visite_1/82695_Question_2_2024-11-16_08-57-50_Video.mp4,6,0,31,469,499
Videos/82581/Visite_1/82581_Question_4_2024-10-02_16-15-06_Video.mp4,1,1,74,15,88
Videos/82581/Visite_1/82581_Question_4_2024-10-02_16-15-06_Video.mp4,2,0,69,89,157
Videos/82581/Visite_1/82581_Question_4_2024-10-02_16-15-06_Video.mp4,3,1,42,158,199
Videos/82581/Visite_1/82581_Question_4_2024-10-02_16-15-06_Video.mp4,4,0,77,200,276
Videos/82581/Visite_1/82581_Question_4_2024-10-02_16-15-06_Video.mp4,5,1,50,277,326
Videos/82581/Visite_1/82581_Question_4_2024-10-02_16-15-06_Video.mp4,6,0,157,327,483
Videos/82612/Visite_1/82612_Question_4_2024-11-04_12-30-13_Video-DESKTOP-NQ55E0P.mp4,1,1,120,14,133
Videos/82612/Visite_1/82612_Question_4_2024-11-04_12-30-13_Video-DESKTOP-NQ55E0P.mp4,2,0,102,134,235
Videos/82612/Visite_1/82612_Question_4_2024-11-04_12-30-13_Video-DESKTOP-NQ55E0P.mp4,3,1,82,236,317
Videos/82612/Visite_1/82612_Question_4_2024-11-04_12-30-13_Video-DESKTOP-NQ55E0P.mp4,4,0,138,318,455
Videos/82612/Visite_1/82612_Question_4_2024-11-04_12-30-13_Video-DESKTOP-NQ55E0P.mp4,5,1,88,456,543
Videos/82809/Visite_1/82809_Question_5_2025-01-31_17-20-31_Video.mp4,0,0,158,0,157
Videos/82809/Visite_1/82809_Question_5_2025-01-31_17-20-31_Video.mp4,1,1,98,158,255
Videos/82809/Visite_1/82809_Question_5_2025-01-31_17-20-31_Video.mp4,2,0,60,256,315
Videos/82588/Visite_1/82588_Question_6_2024-10-02_16-11-56_Video-DESKTOP-NQ55E0P.mp4,0,0,215,0,214
Videos/82650/Visite_1/82650_Question_1_2024-11-13_00-33-54_Video.mp4,0,0,303,0,302
Videos/82779/Visite_1/82779_Question_7_2024-12-08_19-18-39_Video.mp4,0,0,795,0,794
Videos/82779/Visite_1/82779_Question_7_2024-12-08_19-18-39_Video.mp4,1,1,232,795,1026
Videos/82845/Visite_1/82845_Question_7_2025-02-12_14-14-04_Video.mp4,0,0,71,0,70
Videos/82845/Visite_1/82845_Question_7_2025-02-12_14-14-04_Video.mp4,1,1,143,71,213
Videos/82845/Visite_1/82845_Question_7_2025-02-12_14-14-04_Video.mp4,2,0,168,214,381
Videos/82845/Visite_1/82845_Question_7_2025-02-12_14-14-04_Video.mp4,3,1,62,382,443
Videos/82845/Visite_1/82845_Question_7_2025-02-12_14-14-04_Video.mp4,4,0,111,444,554
Videos/82845/Visite_1/82845_Question_7_2025-02-12_14-14-04_Video.mp4,5,1,76,555,630
Videos/82845/Visite_1/82845_Question_7_2025-02-12_14-14-04_Video.mp4,6,0,132,631,762
Videos/82845/Visite_1/82845_Question_7_2025-02-12_14-14-04_Video.mp4,7,1,77,763,839
Videos/82845/Visite_1/82845_Question_7_2025-02-12_14-14-04_Video.mp4,8,0,65,840,904
Videos/82845/Visite_1/82845_Question_7_2025-02-12_14-14-04_Video.mp4,9,1,61,905,965
Videos/82845/Visite_1/82845_Question_7_2025-02-12_14-14-04_Video.mp4,10,0,303,966,1268
Videos/82596/Visite_1/82596_Question_5_2024-10-30_21-46-09_Video-DESKTOP-NQ55E0P.mp4,0,0,222,0,221
Videos/82638/Visite_1/82638_Question_6_2024-11-08_19-37-36_Video.mp4,0,0,672,0,671
Videos/82794/Visite_1/82794_Question_2_2025-01-30_12-50-20_Video.mp4,0,0,34,0,33
Videos/82794/Visite_1/82794_Question_2_2025-01-30_12-50-20_Video.mp4,1,1,78,34,111
Videos/82794/Visite_1/82794_Question_2_2025-01-30_12-50-20_Video.mp4,2,0,355,112,466
Videos/82554/Visite_1/82554_Question_3_2024-08-22_12-25-12_Video.mp4,0,0,1031,0,1030
Videos/82554/Visite_1/82554_Question_3_2024-08-22_12-25-12_Video.mp4,1,1,129,1031,1159
Videos/82554/Visite_1/82554_Question_3_2024-08-22_12-25-12_Video.mp4,2,0,78,1160,1237
Videos/82695/Visite_1/82695_Question_5_2024-11-16_08-53-43_Video.mp4,0,0,23,0,22
Videos/82695/Visite_1/82695_Question_5_2024-11-16_08-53-43_Video.mp4,1,1,153,23,175
Videos/82695/Visite_1/82695_Question_5_2024-11-16_08-53-43_Video.mp4,2,0,110,176,285
Videos/82730/Visite_1/82730_Question_5_2024-11-19_20-55-17_Video.mp4,0,0,1649,0,1648
Videos/82570/Visite_1/82570_Question_2_2024-10-02_15-58-32_Video.mp4,0,0,21,0,20
Videos/82570/Visite_1/82570_Question_2_2024-10-02_15-58-32_Video.mp4,1,1,53,21,73
Videos/82570/Visite_1/82570_Question_2_2024-10-02_15-58-32_Video.mp4,2,0,367,74,440
Videos/82856/Visite_1/82856_Question_3_2025-02-18_22-01-37_Video.mp4,0,0,440,0,439
Videos/82856/Visite_1/82856_Question_3_2025-02-18_22-01-37_Video.mp4,1,1,181,440,620
Videos/82856/Visite_1/82856_Question_3_2025-02-18_22-01-37_Video.mp4,2,0,492,621,1112
Videos/82813/Visite_1/82813_Question_3_2025-01-31_19-18-58_Video.mp4,0,0,1098,0,1097
Videos/82765/Visite_1/82765_Question_6_2024-12-04_10-39-24_Video.mp4,0,0,146,0,145
Videos/82765/Visite_1/82765_Question_6_2024-12-04_10-39-24_Video.mp4,1,1,71,146,216
Videos/82765/Visite_1/82765_Question_6_2024-12-04_10-39-24_Video.mp4,2,0,247,217,463
Videos/82553/Visite_1/82553_Question_2_2024-08-22_12-17-23_Video.mp4,0,0,40,0,39
Videos/82553/Visite_1/82553_Question_2_2024-08-22_12-17-23_Video.mp4,1,1,65,40,104
Videos/82553/Visite_1/82553_Question_2_2024-08-22_12-17-23_Video.mp4,3,1,146,118,263
Videos/82553/Visite_1/82553_Question_2_2024-08-22_12-17-23_Video.mp4,4,0,157,264,420
Videos/82817/Visite_1/82817_Question_4_2025-02-01_02-06-57_Video.mp4,0,0,276,0,275
Videos/82817/Visite_1/82817_Question_4_2025-02-01_02-06-57_Video.mp4,1,1,120,276,395
Videos/82817/Visite_1/82817_Question_4_2025-02-01_02-06-57_Video.mp4,2,0,61,396,456
Videos/82817/Visite_1/82817_Question_4_2025-02-01_02-06-57_Video.mp4,3,1,106,457,562
Videos/82817/Visite_1/82817_Question_4_2025-02-01_02-06-57_Video.mp4,4,0,105,563,667
Videos/82817/Visite_1/82817_Question_4_2025-02-01_02-06-57_Video.mp4,5,1,137,668,804
Videos/82795/Visite_1/82795_Question_1_2025-01-30_12-52-09_Video.mp4,0,0,1201,0,1200
Videos/82814/Visite_1/82814_Question_7_2025-01-31_19-26-35_Video.mp4,0,0,302,0,301
Videos/82584/Visite_1/82584_Question_6_2024-10-02_16-17-30_Video.mp4,0,0,205,0,204
Videos/82587/Visite_1/82587_Question_1_2024-10-02_16-09-56_Video-DESKTOP-NQ55E0P.mp4,0,0,307,0,306
Videos/82567/Visite_1/82567_Question_6_2024-10-02_15-48-50_Video.mp4,0,0,331,0,330
Videos/82567/Visite_1/82567_Question_6_2024-10-02_15-48-50_Video.mp4,1,1,74,331,404
Videos/82567/Visite_1/82567_Question_6_2024-10-02_15-48-50_Video.mp4,2,0,141,405,545
Videos/82695/Visite_1/82695_Question_6_2024-11-16_08-54-34_Video.mp4,0,0,70,0,69
Videos/82695/Visite_1/82695_Question_6_2024-11-16_08-54-34_Video.mp4,1,1,139,70,208
Videos/82695/Visite_1/82695_Question_6_2024-11-16_08-54-34_Video.mp4,2,0,73,209,281
Videos/82553/Visite_1/82553_Question_6_2024-08-22_12-15-47_Video.mp4,0,0,339,0,338
Videos/82553/Visite_1/82553_Question_6_2024-08-22_12-15-47_Video.mp4,1,1,105,339,443
Videos/82553/Visite_1/82553_Question_6_2024-08-22_12-15-47_Video.mp4,2,0,31,444,474
Videos/82658/Visite_1/82658_Question_4_2024-11-13_11-56-31_Video.mp4,0,0,186,0,185
Videos/82658/Visite_1/82658_Question_4_2024-11-13_11-56-31_Video.mp4,1,1,39,186,224
Videos/82658/Visite_1/82658_Question_4_2024-11-13_11-56-31_Video.mp4,2,0,122,225,346
Videos/82658/Visite_1/82658_Question_4_2024-11-13_11-56-31_Video.mp4,3,1,90,347,436
Videos/82658/Visite_1/82658_Question_4_2024-11-13_11-56-31_Video.mp4,4,0,168,437,604
Videos/82743/Visite_1/82743_Question_2_2024-11-27_18-09-23_Video.mp4,0,0,445,0,444
Videos/82641/Visite_1/82641_Question_2_2024-11-11_11-34-21_Video.mp4,0,0,150,0,149
Videos/82641/Visite_1/82641_Question_2_2024-11-11_11-34-21_Video.mp4,1,1,79,150,228
Videos/82641/Visite_1/82641_Question_2_2024-11-11_11-34-21_Video.mp4,2,0,105,229,333
Videos/82641/Visite_1/82641_Question_2_2024-11-11_11-34-21_Video.mp4,3,1,70,334,403
Videos/82727/Visite_1/82727_Question_1_2024-11-19_15-45-59_Video.mp4,0,0,476,0,475
Videos/82728/Visite_1/82728_Question_7_2024-11-19_18-38-27_Video.mp4,0,0,119,0,118
Videos/82728/Visite_1/82728_Question_7_2024-11-19_18-38-27_Video.mp4,1,1,67,119,185
Videos/82728/Visite_1/82728_Question_7_2024-11-19_18-38-27_Video.mp4,2,0,100,186,285
Videos/82728/Visite_1/82728_Question_7_2024-11-19_18-38-27_Video.mp4,3,1,198,286,483
Videos/82728/Visite_1/82728_Question_7_2024-11-19_18-38-27_Video.mp4,4,0,19,484,502
Videos/82728/Visite_1/82728_Question_7_2024-11-19_18-38-27_Video.mp4,5,1,176,503,678
Videos/82728/Visite_1/82728_Question_7_2024-11-19_18-38-27_Video.mp4,6,0,60,679,738
Videos/82809/Visite_1/82809_Question_7_2025-01-31_17-22-13_Video.mp4,0,0,460,0,459
Videos/82752/Visite_1/82752_Question_1_2024-11-28_09-01-50_Video.mp4,0,0,17,0,16
Videos/82752/Visite_1/82752_Question_1_2024-11-28_09-01-50_Video.mp4,1,1,56,17,72
Videos/82752/Visite_1/82752_Question_1_2024-11-28_09-01-50_Video.mp4,2,0,32,73,104
Videos/82752/Visite_1/82752_Question_1_2024-11-28_09-01-50_Video.mp4,3,1,64,105,168
Videos/82752/Visite_1/82752_Question_1_2024-11-28_09-01-50_Video.mp4,4,0,31,169,199
Videos/82678/Visite_1/82678_Question_2_2024-11-13_23-19-17_Video.mp4,0,0,85,0,84
Videos/82678/Visite_1/82678_Question_2_2024-11-13_23-19-17_Video.mp4,1,1,47,85,131
Videos/82678/Visite_1/82678_Question_2_2024-11-13_23-19-17_Video.mp4,2,0,18,132,149
Videos/82678/Visite_1/82678_Question_2_2024-11-13_23-19-17_Video.mp4,3,1,52,150,201
Videos/82678/Visite_1/82678_Question_2_2024-11-13_23-19-17_Video.mp4,4,0,51,202,252
Videos/82596/Visite_1/82596_Question_3_2024-10-30_21-47-48_Video.mp4,0,0,131,0,130
Videos/82596/Visite_1/82596_Question_3_2024-10-30_21-47-48_Video.mp4,1,1,99,131,229
Videos/82596/Visite_1/82596_Question_3_2024-10-30_21-47-48_Video.mp4,2,0,220,230,449
Videos/82621/Visite_1/82621_Question_3_2024-11-05_15-01-21_Video-DESKTOP-NQ55E0P.mp4,0,0,493,0,492
Videos/82745/Visite_1/82745_Question_1_2024-11-27_22-02-53_Video.mp4,0,0,412,0,411
Videos/82654/Visite_1/82654_Question_5_2024-11-13_08-21-26_Video.mp4,0,0,430,0,429
Videos/82654/Visite_1/82654_Question_5_2024-11-13_08-21-26_Video.mp4,1,1,209,430,638
Videos/82654/Visite_1/82654_Question_5_2024-11-13_08-21-26_Video.mp4,2,0,123,639,761
Videos/82701/Visite_1/82701_Question_6_2024-11-18_12-15-12_Video.mp4,0,0,239,0,238
Videos/82701/Visite_1/82701_Question_6_2024-11-18_12-15-12_Video.mp4,1,1,163,239,401
Videos/82701/Visite_1/82701_Question_6_2024-11-18_12-15-12_Video.mp4,2,0,38,402,439
Videos/82701/Visite_1/82701_Question_6_2024-11-18_12-15-12_Video.mp4,3,1,88,440,527
Videos/82701/Visite_1/82701_Question_6_2024-11-18_12-15-12_Video.mp4,4,0,88,528,615
Videos/82701/Visite_1/82701_Question_6_2024-11-18_12-15-12_Video.mp4,5,1,171,616,786
Videos/82756/Visite_1/82756_Question_5_2024-11-28_12-21-16_Video.mp4,0,0,60,0,59
Videos/82756/Visite_1/82756_Question_5_2024-11-28_12-21-16_Video.mp4,1,1,140,60,199
Videos/82756/Visite_1/82756_Question_5_2024-11-28_12-21-16_Video.mp4,2,0,231,200,430
Videos/82809/Visite_1/82809_Question_6_2025-01-31_17-21-08_Video.mp4,0,0,358,0,357
Videos/82912/Visite_1/82912_Question_5_2025-03-01_11-57-02_Video.mp4,0,0,569,0,568
Videos/82873/Visite_1/82873_Question_5_2025-02-20_16-22-00_Video.mp4,0,0,119,0,118
Videos/82873/Visite_1/82873_Question_5_2025-02-20_16-22-00_Video.mp4,1,1,44,119,162
Videos/82873/Visite_1/82873_Question_5_2025-02-20_16-22-00_Video.mp4,2,0,100,163,262
Videos/82820/Visite_1/82820_Question_6_2025-02-02_05-04-51_Video.mp4,0,0,450,0,449
Videos/82678/Visite_1/82678_Question_5_2024-11-13_23-21-03_Video.mp4,1,1,42,15,56
Videos/82678/Visite_1/82678_Question_5_2024-11-13_23-21-03_Video.mp4,2,0,112,57,168
Videos/82570/Visite_1/82570_Question_3_2024-10-02_15-59-14_Video.mp4,0,0,45,0,44
Videos/82570/Visite_1/82570_Question_3_2024-10-02_15-59-14_Video.mp4,1,1,73,45,117
Videos/82570/Visite_1/82570_Question_3_2024-10-02_15-59-14_Video.mp4,2,0,26,118,143
Videos/82570/Visite_1/82570_Question_3_2024-10-02_15-59-14_Video.mp4,3,1,72,144,215
Videos/82570/Visite_1/82570_Question_3_2024-10-02_15-59-14_Video.mp4,4,0,76,216,291
Videos/82645/Visite_1/82645_Question_6_2024-11-11_15-27-42_Video.mp4,0,0,369,0,368
Videos/82645/Visite_1/82645_Question_6_2024-11-11_15-27-42_Video.mp4,1,1,132,369,500
Videos/82645/Visite_1/82645_Question_6_2024-11-11_15-27-42_Video.mp4,2,0,815,501,1315
Videos/82645/Visite_1/82645_Question_6_2024-11-11_15-27-42_Video.mp4,3,1,198,1316,1513
Videos/82645/Visite_1/82645_Question_6_2024-11-11_15-27-42_Video.mp4,4,0,531,1514,2044
Videos/82645/Visite_1/82645_Question_6_2024-11-11_15-27-42_Video.mp4,5,1,95,2045,2139
Videos/82645/Visite_1/82645_Question_6_2024-11-11_15-27-42_Video.mp4,6,0,19,2140,2158
Videos/82587/Visite_1/82587_Question_5_2024-10-02_16-14-19_Video.mp4,0,0,388,0,387
Videos/82765/Visite_1/82765_Question_4_2024-12-04_10-42-25_Video.mp4,0,0,113,0,112
Videos/82765/Visite_1/82765_Question_4_2024-12-04_10-42-25_Video.mp4,1,1,59,113,171
Videos/82765/Visite_1/82765_Question_4_2024-12-04_10-42-25_Video.mp4,2,0,77,172,248
Videos/82806/Visite_1/82806_Question_5_2025-01-30_18-12-59_Video.mp4,0,0,141,0,140
Videos/82897/Visite_1/82897_Question_2_2025-02-26_01-30-00_Video.mp4,0,0,626,0,625
Videos/82603/Visite_1/82603_Question_7_2024-11-01_23-50-53_Video.mp4,0,0,126,0,125
Videos/82603/Visite_1/82603_Question_7_2024-11-01_23-50-53_Video.mp4,1,1,72,126,197
Videos/82603/Visite_1/82603_Question_7_2024-11-01_23-50-53_Video.mp4,2,0,52,198,249
Videos/82603/Visite_1/82603_Question_7_2024-11-01_23-50-53_Video.mp4,3,1,116,250,365
Videos/82603/Visite_1/82603_Question_7_2024-11-01_23-50-53_Video.mp4,4,0,53,366,418
Videos/82603/Visite_1/82603_Question_7_2024-11-01_23-50-53_Video.mp4,5,1,126,419,544
Videos/82678/Visite_1/82678_Question_6_2024-11-13_23-21-33_Video.mp4,0,0,18,0,17
Videos/82678/Visite_1/82678_Question_6_2024-11-13_23-21-33_Video.mp4,1,1,51,18,68
Videos/82678/Visite_1/82678_Question_6_2024-11-13_23-21-33_Video.mp4,2,0,73,69,141
Videos/82678/Visite_1/82678_Question_6_2024-11-13_23-21-33_Video.mp4,3,1,69,142,210
